year,doy,totalRain,Tmax,Tmin,Tmean,Rad,Wind,RH,vpd,station,vineyard,region
2021,1,0,25.4,10,17.629166666666666,30.15684,2.1958333333333333,72.85416666666667,0.6788213510657046,Blenheim,NA,Marlborough
2021,2,0,23.5,16.2,19.254166666666666,19.84752,2.1041666666666665,74.6875,0.6018024952809112,Blenheim,NA,Marlborough
2021,3,0,22.9,13.2,18.558333333333334,32.55876,3.4458333333333333,55.92916666666667,0.9902101862907641,Blenheim,NA,Marlborough
2021,4,0,24.4,13,18.891666666666666,31.90068,2.4458333333333333,63.85,0.8692870005391715,Blenheim,NA,Marlborough
2021,5,0,26.6,11.6,19.616666666666667,30.13956,2.370833333333333,66.92083333333333,0.9195762862730311,Blenheim,NA,Marlborough
2021,6,0,21.1,15.6,19.05,28.1682,3.1791666666666667,75.27916666666667,0.5711516688000067,Blenheim,NA,Marlborough
2021,7,0.6,24.8,16,19.770833333333332,20.29824,3.075,72.02916666666667,0.7266144115863892,Blenheim,NA,Marlborough
2021,8,0.8,21.3,13.7,17.108333333333334,18.42984,1.6791666666666667,80.85833333333333,0.4108459510067549,Blenheim,NA,Marlborough
2021,9,0,18.2,13.4,15.345833333333333,17.316,2.1875,78.56666666666666,0.3936475445628702,Blenheim,NA,Marlborough
2021,10,0,26.8,14.3,19.945833333333333,29.6082,2.1708333333333334,63.72083333333333,0.9958216518612544,Blenheim,NA,Marlborough
2021,11,0,19.4,11.7,17.025,22.64328,3.3583333333333334,63.5375,0.7279835149956911,Blenheim,NA,Marlborough
2021,12,0,23.7,11.1,18.1,32.55624,1.9416666666666667,69.44583333333334,0.721721786431142,Blenheim,NA,Marlborough
2021,13,0,29.1,12.3,21.270833333333332,33.26184,2.25,56.70833333333333,1.372776196016704,Blenheim,NA,Marlborough
2021,14,0,25.3,11.2,18.8875,33.21072,2.425,67.76666666666667,0.8243305809747451,Blenheim,NA,Marlborough
2021,15,0,21.4,11.5,17.133333333333333,31.18248,2.6708333333333334,81.1625,0.4226590718127311,Blenheim,NA,Marlborough
2021,16,0,27.8,12.3,20.191666666666666,32.66028,2.2333333333333334,70.9625,0.8661020450850656,Blenheim,NA,Marlborough
2021,17,2.8,24.8,16.8,19.945833333333333,17.72604,3.225,64.16666666666667,0.8620913621616758,Blenheim,NA,Marlborough
2021,18,0,22.9,14.8,18.845833333333335,28.27728,5.025,44.541666666666664,1.2520031645848106,Blenheim,NA,Marlborough
2021,19,3.1999999999999997,23.5,13.5,18.375,23.06952,4.9375,59.82083333333333,0.9032902913260545,Blenheim,NA,Marlborough
2021,20,0,18.4,10.6,14.529166666666667,32.50008,5.395833333333333,49.75833333333333,0.8617022323376575,Blenheim,NA,Marlborough
2021,21,0,21.9,12.2,16.2125,25.28532,4.8375,52.541666666666664,0.9307887347390869,Blenheim,NA,Marlborough
2021,22,0,22.6,7.5,15.5,30.68208,2.6083333333333334,70.40833333333333,0.6437118932704926,Blenheim,NA,Marlborough
2021,23,0,20.1,12.1,17.304166666666667,6.5358,4.391666666666667,60.4375,0.8215259168254931,Blenheim,NA,Marlborough
2021,24,0,29,16.4,21.433333333333334,22.01076,4.104166666666667,43.62916666666667,1.5714002664806745,Blenheim,NA,Marlborough
2021,25,0,31.2,11.8,22.09583333333333,30.66696,3.65,46.74166666666667,1.6412357291673274,Blenheim,NA,Marlborough
2021,26,0,27.4,13.2,20.1,30.98448,1.8708333333333333,71.09583333333333,0.8261931029725278,Blenheim,NA,Marlborough
2021,27,0,36.3,12.9,23.725,31.35888,2.1708333333333334,58.00416666666666,1.8204870614125273,Blenheim,NA,Marlborough
2021,28,0,28.9,13,20.070833333333333,24.05772,3.6416666666666666,52.704166666666666,1.2328289548114786,Blenheim,NA,Marlborough
2021,29,0.4,19,10.5,14.275,24.092280000000002,1.9875,62.083333333333336,0.6715251119236407,Blenheim,NA,Marlborough
2021,30,0,18.8,6.4,13.3,25.2414,2.345833333333333,69.45416666666667,0.5408563736438121,Blenheim,NA,Marlborough
2021,31,0,21.8,6.7,15.258333333333333,31.2012,2.225,69.575,0.637464525841525,Blenheim,NA,Marlborough
2021,32,0,21.9,10.3,16.3875,30.74976,2.9250000000000003,74.4,0.5488350116828038,Blenheim,NA,Marlborough
2021,33,0,21,10.9,16.2375,29.80944,2.6791666666666667,74.96666666666667,0.544665914166528,Blenheim,NA,Marlborough
2021,34,0,21.9,10.9,16.408333333333335,30.02076,2.8,77.2,0.500745297954905,Blenheim,NA,Marlborough
2021,35,0,21.6,11.7,16.083333333333332,27.62172,2.0208333333333335,70.80416666666667,0.6106528810239354,Blenheim,NA,Marlborough
2021,36,0,19.4,6.7,13.516666666666667,29.83284,2.1041666666666665,69.74583333333334,0.5605154469378131,Blenheim,NA,Marlborough
2021,37,0,18.1,8.5,13.475,18.46332,2.220833333333333,77.22083333333333,0.3884362570531973,Blenheim,NA,Marlborough
2021,38,0,25.2,9.9,17.379166666666666,28.97676,2.4125,68.34166666666667,0.7748696989484741,Blenheim,NA,Marlborough
2021,39,0,26,11.2,19.366666666666667,28.73772,3.779166666666667,59.15416666666667,1.0671908189436463,Blenheim,NA,Marlborough
2021,40,2,23.9,17.9,20.341666666666665,12.53592,3.4,66.68333333333334,0.8173249161268737,Blenheim,NA,Marlborough
2021,41,7.6,24.3,15.4,19.7375,24.36912,2.966666666666667,67.225,0.8126075480899798,Blenheim,NA,Marlborough
2021,42,0,24.9,13.5,18.454166666666666,29.84544,3.9833333333333334,44.88333333333333,1.2770389173834156,Blenheim,NA,Marlborough
2021,43,0,21.3,10,15.066666666666666,26.65584,2.470833333333333,67.5125,0.6203718896497783,Blenheim,NA,Marlborough
2021,44,0,25.5,9.2,16.741666666666667,24.163200000000003,2.05,68.8875,0.7670327405851137,Blenheim,NA,Marlborough
2021,45,0,24.7,13,18.041666666666668,21.32712,1.7291666666666667,66.17083333333333,0.7776033381868934,Blenheim,NA,Marlborough
2021,46,3.4,19.7,11.1,14.941666666666666,10.95624,2.1791666666666667,87.3125,0.24474512161647718,Blenheim,NA,Marlborough
2021,47,2.6,18.5,11.5,15.491666666666667,24.03612,2.6041666666666665,66.29583333333333,0.6123720699046248,Blenheim,NA,Marlborough
2021,48,0,18.7,8,13.095833333333333,21.84696,2.470833333333333,61.199999999999996,0.6240188062422221,Blenheim,NA,Marlborough
2021,49,0,18.5,6.5,12.716666666666667,27.85932,2.4208333333333334,73.7375,0.47192383371889085,Blenheim,NA,Marlborough
2021,50,0,25,8.9,16.3375,27.36324,2.2083333333333335,71.175,0.6717157574673663,Blenheim,NA,Marlborough
2021,51,0,23.7,9.5,17.045833333333334,27.5706,2.0833333333333335,79.80833333333334,0.5047234906015957,Blenheim,NA,Marlborough
2021,52,0,27.8,9,18.708333333333332,22.4856,1.7791666666666668,62.62916666666666,1.0559327778293865,Blenheim,NA,Marlborough
2021,53,0,29.7,10.4,20.166666666666668,26.1648,2.566666666666667,47.75416666666667,1.4954293855013983,Blenheim,NA,Marlborough
2021,54,0,25.4,13.9,20.329166666666666,22.487759999999998,4.054166666666666,56.125,1.112033063127382,Blenheim,NA,Marlborough
2021,55,0,22.7,19.4,20.808333333333334,8.0658,3.1166666666666667,62.079166666666666,0.9372449209522686,Blenheim,NA,Marlborough
2021,56,7.2,21.1,14.7,17.775,5.19048,2.2708333333333335,86.63333333333334,0.30256071201004675,Blenheim,NA,Marlborough
2021,57,0,20.3,14.1,16.46666666666667,21.11976,1.7583333333333333,89.70416666666667,0.21631350759696197,Blenheim,NA,Marlborough
2021,58,0,26.4,14.5,18.6375,24.22368,1.8291666666666666,83.20416666666667,0.4650481044979177,Blenheim,NA,Marlborough
2021,59,0,26.8,12.8,18.8875,19.22328,1.4875,76.01666666666667,0.6784332900483074,Blenheim,NA,Marlborough
2021,60,0,23.3,16,19.1,15.03504,1.7333333333333334,77.45833333333333,0.5457388938255677,Blenheim,NA,Marlborough
2021,61,0,24.5,15.6,19.270833333333332,16.13772,1.55,77.0125,0.5770835950633221,Blenheim,NA,Marlborough
2021,62,0,23.5,16.6,19.995833333333334,16.362,3.725,67.27083333333333,0.799218986245773,Blenheim,NA,Marlborough
2021,63,0,24.8,12.2,18.1375,20.95452,2.825,59.016666666666666,0.9855494195543034,Blenheim,NA,Marlborough
2021,64,0,23.4,12.8,17.379166666666666,24.755399999999995,4.0874999999999995,48.704166666666666,1.0931422463795657,Blenheim,NA,Marlborough
2021,65,0,23.2,13.7,18.091666666666665,15.94404,3.2375,61.03333333333333,0.8648986162622652,Blenheim,NA,Marlborough
2021,66,0,22.7,10.4,16.083333333333332,21.80232,2.7291666666666665,60.27916666666667,0.8321928791281116,Blenheim,NA,Marlborough
2021,67,0,17.5,8.2,13.608333333333333,20.74536,2.658333333333333,72.8875,0.4581056627080542,Blenheim,NA,Marlborough
2021,68,0,23.3,9.4,16.4375,22.807080000000003,1.8375,65.36666666666666,0.7397870618761765,Blenheim,NA,Marlborough
2021,69,1,19,15.8,17.129166666666666,8.793359999999998,2.5500000000000003,75.45,0.4726030485559406,Blenheim,NA,Marlborough
2021,70,0,20.1,11.9,16.2125,17.12844,2.4208333333333334,67.51666666666667,0.6275403948929437,Blenheim,NA,Marlborough
2021,71,0,17.5,7.4,12.708333333333334,11.467799999999999,2.4916666666666667,76.85,0.388159474378983,Blenheim,NA,Marlborough
2021,72,0,18.4,6.1,12.4125,21.6612,2.3333333333333335,75.12083333333334,0.4401022548835878,Blenheim,NA,Marlborough
2021,73,0,25.1,7.2,15.45,23.22468,2.5791666666666666,68.20416666666667,0.7696769552536995,Blenheim,NA,Marlborough
2021,74,0,23.3,9.7,17.541666666666668,18.20844,4.0875,66.33333333333333,0.7832031902334674,Blenheim,NA,Marlborough
2021,75,0,25.4,12.2,18.604166666666668,15.7716,3.4375,65.39166666666667,0.8104147734916328,Blenheim,NA,Marlborough
2021,76,0,20.8,11.2,15.175,21.5388,2.2125,66.69583333333333,0.637820338109446,Blenheim,NA,Marlborough
2021,77,0,16.8,7.6,13.558333333333334,19.7352,2.658333333333333,62.97083333333333,0.6066607318409117,Blenheim,NA,Marlborough
2021,78,0,18,5.2,11.1125,21.39264,2.5708333333333333,73.97083333333333,0.42876993881737413,Blenheim,NA,Marlborough
2021,79,0,16.7,5.8,11.791666666666666,14.54292,2.375,77.35,0.3787487297983,Blenheim,NA,Marlborough
2021,80,0,19.6,10.6,14.2375,16.65972,2.0875,73.00416666666666,0.4831111536528914,Blenheim,NA,Marlborough
2021,81,0,16.6,12.8,14.154166666666667,4.62168,1.1541666666666668,80.92083333333333,0.3188325610844421,Blenheim,NA,Marlborough
2021,82,0,19.3,9.1,13.875,18.66456,1.9208333333333334,81.92083333333333,0.34144018730044057,Blenheim,NA,Marlborough
2021,83,0,17.3,6.8,12.345833333333333,6.33636,1.9375,86.93333333333334,0.22074464708859978,Blenheim,NA,Marlborough
2021,84,0.4,18.6,9.5,14.104166666666666,12.08484,1.4333333333333333,81.39166666666667,0.3315762810888725,Blenheim,NA,Marlborough
2021,85,0,24.8,8.4,16.125,19.73448,3.370833333333333,68.48333333333333,0.7937449079865626,Blenheim,NA,Marlborough
2021,86,0,23.9,11.7,17.975,13.22352,2.725,64.625,0.7922619561600623,Blenheim,NA,Marlborough
2021,87,0,23.6,16.7,19.09583333333333,10.33092,2.0625,74.1375,0.5998368223254247,Blenheim,NA,Marlborough
2021,88,11,25.1,15.4,19.425,17.7066,2.2333333333333334,77.025,0.6123331174237061,Blenheim,NA,Marlborough
2021,89,9.8,17.4,12,14.4375,7.50852,1.7541666666666667,90.875,0.15308243810656838,Blenheim,NA,Marlborough
2021,90,56.8,20.3,13.8,15.483333333333334,5.84424,1.8083333333333333,94.85,0.10669717595001062,Blenheim,NA,Marlborough
2021,91,1,17.4,8,13.308333333333334,13.78944,2.2083333333333335,79.50833333333333,0.337628569155716,Blenheim,NA,Marlborough
2021,92,0.4,16.7,7,11.65,3.88296,1.8375000000000001,80.12916666666666,0.3041945824249653,Blenheim,NA,Marlborough
2021,93,0,19.3,6.4,12.675,17.3034,2.4541666666666666,73.25,0.47736001704331826,Blenheim,NA,Marlborough
2021,94,0,24.5,9,16.28333333333333,18.0936,3.8666666666666667,58.108333333333334,0.9784749625519861,Blenheim,NA,Marlborough
2021,95,0,26.1,15.7,20.395833333333332,14.2614,3.475,57.020833333333336,1.103886769778111,Blenheim,NA,Marlborough
2021,96,0,20.3,9.8,14.758333333333333,16.58016,1.7291666666666667,82.525,0.3518824305959878,Blenheim,NA,Marlborough
2021,97,0,20.4,9.1,13.554166666666667,16.884,2.345833333333333,84.225,0.3118786092892645,Blenheim,NA,Marlborough
2021,98,0,23.8,7.8,14.6875,16.8048,2.0708333333333333,73.62083333333334,0.5800641221580871,Blenheim,NA,Marlborough
2021,99,0,20.2,9.4,14.983333333333334,7.38972,1.7958333333333334,78.10416666666667,0.4172479399304479,Blenheim,NA,Marlborough
2021,100,3.4,19.1,14.2,16.6625,4.83768,2.1958333333333333,88.0625,0.23254032052324392,Blenheim,NA,Marlborough
2021,101,0,23.1,16,18.7375,14.20704,3.1875,68.08333333333333,0.7354274960413058,Blenheim,NA,Marlborough
2021,102,0,24.1,12.2,17.191666666666666,14.06088,2.525,72.8125,0.6254229635249108,Blenheim,NA,Marlborough
2021,103,2.8000000000000003,21.7,10.4,16.55,12.218400000000003,2.3291666666666666,74.09583333333333,0.5151059604068298,Blenheim,NA,Marlborough
2021,104,0,17.5,8.3,11.925,12.35556,1.8416666666666666,80.9375,0.30285462398158064,Blenheim,NA,Marlborough
2021,105,0,17.8,7.2,12.504166666666666,3.50748,2.3333333333333335,79.02083333333333,0.3624915374120159,Blenheim,NA,Marlborough
2021,106,0,22.8,12.1,16.9125,15.3738,4.1125,55.766666666666666,0.9313911180423409,Blenheim,NA,Marlborough
2021,107,0,16.7,8.1,12.6,14.35032,2.0166666666666666,71.6125,0.44606360839807613,Blenheim,NA,Marlborough
2021,108,0,19.4,4.3,11.8375,15.13008,2.475,71.74166666666666,0.5058185657024049,Blenheim,NA,Marlborough
2021,109,0,22.9,10.8,16.4375,14.661,3.4583333333333335,54.32083333333333,0.9147993868055533,Blenheim,NA,Marlborough
2021,110,0,17.8,9,13.533333333333333,5.74596,2.029166666666667,71.68333333333334,0.46587488520135123,Blenheim,NA,Marlborough
2021,111,0,18,10.5,14.008333333333333,8.35848,1.4416666666666667,80.03333333333333,0.3566253774495397,Blenheim,NA,Marlborough
2021,112,0,21.3,8.2,13.8,13.93956,2.254166666666667,73.925,0.5165763209746259,Blenheim,NA,Marlborough
2021,113,0,20,8.9,14.5625,8.60076,2.7083333333333335,71.29166666666667,0.5172422444177339,Blenheim,NA,Marlborough
2021,114,0,22.6,10.5,15.945833333333333,13.56084,2.658333333333333,59.920833333333334,0.8105828362953466,Blenheim,NA,Marlborough
2021,115,0,19.2,5.9,12.708333333333334,12.37392,2.8958333333333335,65.9375,0.6025445174149143,Blenheim,NA,Marlborough
2021,116,0,17.2,7.2,11.891666666666667,13.26456,2.875,62.36666666666667,0.5856398808621389,Blenheim,NA,Marlborough
2021,117,0.4,11.5,7.6,9.370833333333334,5.526,1.5416666666666667,80.4125,0.23691467234670083,Blenheim,NA,Marlborough
2021,118,0,14.9,5,9.1625,11.738159999999999,1.3458333333333334,81.64166666666667,0.25890720366912334,Blenheim,NA,Marlborough
2021,119,0,18.7,3.6,9.583333333333334,12.79764,2.2458333333333336,76.70416666666667,0.37249687253339725,Blenheim,NA,Marlborough
2021,120,0,19.9,5,11.716666666666667,10.27224,1.9791666666666667,77.8,0.3946647348667622,Blenheim,NA,Marlborough
2021,121,0,15.2,4.6,9.833333333333334,10.16352,1.5583333333333333,78.80833333333334,0.2979686175345999,Blenheim,NA,Marlborough
2021,122,0,16.1,3.4,8.520833333333334,12.7098,2.1041666666666665,84.09583333333333,0.23543837180670785,Blenheim,NA,Marlborough
2021,123,0,18.2,4.4,9.454166666666667,12.426479999999998,2.3875,68.48333333333333,0.4703770972945992,Blenheim,NA,Marlborough
2021,124,0,20.3,6.4,13.125,12.035160000000001,3.370833333333333,57.09583333333333,0.7549774379986036,Blenheim,NA,Marlborough
2021,125,0,21.6,8,13.745833333333334,11.584080000000002,2.1416666666666666,72.6,0.5063452642250571,Blenheim,NA,Marlborough
2021,126,0,17.8,7,11.583333333333334,11.3292,2.220833333333333,79.52083333333333,0.34430691231127675,Blenheim,NA,Marlborough
2021,127,0,17,8,10.95,9.54612,1.7916666666666667,79.9125,0.29561118827492056,Blenheim,NA,Marlborough
2021,128,0,19.5,8.7,14.2625,6.1884,2.5041666666666664,77.8875,0.41899345387168385,Blenheim,NA,Marlborough
2021,129,0,21.2,16.2,18.445833333333333,4.8654,2.1875,78.6875,0.4697452325782681,Blenheim,NA,Marlborough
2021,130,0,22.6,12.6,17.829166666666666,8.70012,2.5458333333333334,76.05,0.5672562129825588,Blenheim,NA,Marlborough
2021,131,1.4,20.8,18,19.116666666666667,6.76656,2.5791666666666666,75.62083333333334,0.5420175855943072,Blenheim,NA,Marlborough
2021,132,4.8,17,7.4,10.358333333333334,2.268,2.075,81.2875,0.23441479919517547,Blenheim,NA,Marlborough
2021,133,0,11.9,3.3,7.016666666666667,6.543,1.8375,76.97083333333333,0.2593925785937155,Blenheim,NA,Marlborough
2021,134,0,14.6,2.8,7.629166666666666,10.67616,2.470833333333333,75.30416666666666,0.30708492010458,Blenheim,NA,Marlborough
2021,135,1.8,19.9,6,11.375,10.46556,2.65,77.82083333333334,0.40250428438057584,Blenheim,NA,Marlborough
2021,136,33,14.5,2.3,8.933333333333334,4.62564,2.183333333333333,92.775,0.1024011990534027,Blenheim,NA,Marlborough
2021,137,3.2,11.8,8.5,10.108333333333333,1.89648,2.191666666666667,90.75833333333334,0.1161300734178472,Blenheim,NA,Marlborough
2021,138,0,13.5,9.8,11.441666666666666,10.000439999999998,5.991666666666667,54.733333333333334,0.6184684306962704,Blenheim,NA,Marlborough
2021,139,0,16.7,7.5,12.0375,9.71964,4.454166666666667,66.5125,0.5046824862290693,Blenheim,NA,Marlborough
2021,140,0,17.3,2.9,8.508333333333333,7.94412,1.3916666666666666,89.52083333333333,0.16478416190181408,Blenheim,NA,Marlborough
2021,141,0,19.5,4.2,10.754166666666666,10.0404,2.2125,69.58333333333333,0.5278660173300975,Blenheim,NA,Marlborough
2021,142,0,13.9,2.7,7.708333333333333,4.84308,1.5708333333333333,87.325,0.16554864085505375,Blenheim,NA,Marlborough
2021,143,0,13.6,3.9,8.383333333333333,4.78404,2,83.77083333333333,0.21357788745460377,Blenheim,NA,Marlborough
2021,144,0,13.7,8,11.054166666666667,3.94452,3.1291666666666664,70.69583333333334,0.3981036534372559,Blenheim,NA,Marlborough
2021,145,0,12.6,2.4,8.1625,9.04176,1.9916666666666667,72.85416666666667,0.31848224018618465,Blenheim,NA,Marlborough
2021,146,0,13.6,2.9,6.654166666666667,9.063,2.029166666666667,80.4875,0.22864740242713427,Blenheim,NA,Marlborough
2021,147,0,15.2,0.4,6.1625,9.35748,2.470833333333333,75.73333333333333,0.30191760980488014,Blenheim,NA,Marlborough
2021,148,1.2000000000000002,11.1,4.9,7.858333333333333,2.81412,2.191666666666667,79.65416666666667,0.21456648745241583,Blenheim,NA,Marlborough
2021,149,32.4,12.7,6.2,10.141666666666667,1.54296,1.7166666666666666,94.10833333333333,0.08038082649687167,Blenheim,NA,Marlborough
2021,150,0,13.8,7.1,10.516666666666667,4.480920000000001,1.2791666666666668,90.81666666666666,0.12856740512055595,Blenheim,NA,Marlborough
2021,151,10.2,12.7,5.9,8.870833333333334,2.7820800000000006,1.7916666666666667,92.78333333333333,0.09144334575017775,Blenheim,NA,Marlborough
2021,152,0.2,14.1,2.6,7.979166666666667,8.88444,1.4958333333333333,87.825,0.1680990073574382,Blenheim,NA,Marlborough
2021,153,0,16.2,2.7,7.475,8.47872,1.8541666666666667,84.775,0.2162833892608707,Blenheim,NA,Marlborough
2021,154,0,15.7,3,7.254166666666666,8.75268,1.9458333333333333,82.525,0.23969604351673005,Blenheim,NA,Marlborough
2021,155,0,16.4,1.8,7.279166666666667,8.0982,1.8041666666666667,83.85,0.23452021260007677,Blenheim,NA,Marlborough
2021,156,0,14.3,4.7,10.016666666666667,2.47644,2.091666666666667,82.52916666666667,0.23426711623661678,Blenheim,NA,Marlborough
2021,157,0,15.3,11.2,13.354166666666666,2.43,1.2625,87.10833333333333,0.20425444898167264,Blenheim,NA,Marlborough
2021,158,1.6,12.9,10.6,11.533333333333333,1.78272,0.8291666666666667,95.86666666666666,0.05746403068969435,Blenheim,NA,Marlborough
2021,159,0,16.1,9,12.179166666666667,7.54308,1.4875,85.69166666666666,0.22672362139736071,Blenheim,NA,Marlborough
2021,160,0,17,7,10.1375,8.26992,2.1083333333333334,84.8875,0.22740829443026433,Blenheim,NA,Marlborough
2021,161,0,20.1,6.9,11.7625,7.81092,2.183333333333333,72.11666666666667,0.4549445784988118,Blenheim,NA,Marlborough
2021,162,0,16.9,5.1,9.566666666666666,7.55928,1.5291666666666666,82.33333333333333,0.2619895827221979,Blenheim,NA,Marlborough
2021,163,0,15.6,5.2,10.4,6.77088,1.5625,87.64583333333333,0.18547859617197368,Blenheim,NA,Marlborough
2021,164,0,16.1,9.7,13.295833333333334,3.14352,2.5708333333333333,81.25,0.2923203507672141,Blenheim,NA,Marlborough
2021,165,0.8,16.2,11.1,13.458333333333334,2.64744,1.1833333333333333,91.9125,0.13434884594862787,Blenheim,NA,Marlborough
2021,166,0,18.6,8.1,12.625,7.8714,2.408333333333333,79.5375,0.3473994528364578,Blenheim,NA,Marlborough
2021,167,0,12.7,5.2,9.229166666666666,4.4712,1.5083333333333333,92.44166666666666,0.09593371924661923,Blenheim,NA,Marlborough
2021,168,1.8,12.7,4.1,8.445833333333333,5.0454,1.75,90.45833333333333,0.12448635078362603,Blenheim,NA,Marlborough
2021,169,1.8,12,4,8.0375,6.8634,1.2375,88.38333333333334,0.1394626547538703,Blenheim,NA,Marlborough
2021,170,11.8,8,2.4,5.854166666666667,1.36692,1.6791666666666667,94.4875,0.05281573089989201,Blenheim,NA,Marlborough
2021,171,26,12.9,7.3,9.575,1.32624,3.220833333333333,90.92916666666667,0.11499692975283662,Blenheim,NA,Marlborough
2021,172,24,13,6.8,11.166666666666666,2.4642,4.391666666666667,78.725,0.2855183240476762,Blenheim,NA,Marlborough
2021,173,0,13.5,0.9,5.6625,8.25948,1.5833333333333333,84.95,0.1864388973110069,Blenheim,NA,Marlborough
2021,174,0,13.3,1.6,5.733333333333333,8.11944,2.2375,85.8125,0.16753698684933435,Blenheim,NA,Marlborough
2021,175,0,15.4,4.4,9.6125,5.78916,2.904166666666667,71.3,0.39545463699871797,Blenheim,NA,Marlborough
2021,176,0,17,11.4,13.975,5.73984,5.075,63.395833333333336,0.5839119382091859,Blenheim,NA,Marlborough
2021,177,0,17.5,14.8,16.4125,2.6366400000000003,3.2708333333333335,74.24583333333334,0.4831082579441596,Blenheim,NA,Marlborough
2021,178,6,16.3,10.7,13.170833333333334,1.70172,2.7958333333333334,81.7125,0.27799060443825974,Blenheim,NA,Marlborough
