Column Headings applicable to the hourly data output ID 24,,,,,,,,,,,,,,,
1,2,3,4,5,6,,2003 ID 24 Data missing from 163 to 175 replaced with WAI,,,,,,,,
ID,Year,Day,Hour,Min,Max,,2007 ID 24 Data lost day 229 to day 257 replaced with WAI,,,,,,,,
,,,,Temp,Temp,,However WAI summary done at 9am so backdated T max to previous day,,,,,,,,
,,,,°C,°C,,Note T min on Day 266 in 2003  was actually at 2200 the previous day (265). I have left it as is for the time being,,,,,,,,
24,2018,1,2400,14.53,23.43,12.81,1/01/2018,18.98,8.98,,,,,,
24,2018,2,2400,14.36,28.34,12.79,2/01/2018,21.35,11.35,,,,,,
24,2018,3,2400,13.51,29.61,12.79,3/01/2018,21.56,11.56,,,,,,
24,2018,4,2400,13.61,29.75,12.79,4/01/2018,21.68,11.68,,,,,,
24,2018,5,2400,15.98,24.52,12.82,5/01/2018,20.25,10.25,,,,,,
24,2018,6,2400,11.42,25.46,12.76,6/01/2018,18.44,8.44,,,,,,
24,2018,7,2400,9.9,22.93,12.81,7/01/2018,16.415,6.415,,,,,,
24,2018,8,2400,11.15,27.56,12.8,8/01/2018,19.355,9.355,,,,,,
24,2018,9,2400,11.83,29.77,12.82,9/01/2018,20.8,10.8,,,,,,
24,2018,10,2400,14.24,24.26,12.76,10/01/2018,19.25,9.25,,,,,,
24,2018,11,2400,13.71,19.27,12.81,11/01/2018,16.49,6.49,,,,,,
24,2018,12,2400,13.21,17.42,12.8,12/01/2018,15.315,5.315,,,,,,
24,2018,13,2400,13.59,25.55,12.83,13/01/2018,19.57,9.57,,,,,,
24,2018,14,2400,13.48,29.71,12.79,14/01/2018,21.595,11.595,,,,,,
24,2018,15,2400,15.53,30.36,12.8,15/01/2018,22.945,12.945,,,,,,
24,2018,16,2400,13.73,28.92,12.81,16/01/2018,21.325,11.325,,,,,,
24,2018,17,2400,16.87,23.05,12.79,17/01/2018,19.96,9.96,,,,,,
24,2018,18,2400,15.4,27.21,12.81,18/01/2018,21.305,11.305,,,,,,
24,2018,19,2400,14.54,24.56,12.79,19/01/2018,19.55,9.55,,,,,,
24,2018,20,2400,15.02,31.88,12.79,20/01/2018,23.45,13.45,,,,,,
24,2018,21,2400,16.11,26.59,12.81,21/01/2018,21.35,11.35,,,,,,
24,2018,22,2400,17.36,28.66,12.83,22/01/2018,23.01,13.01,,,,,,
24,2018,23,2400,14.51,27.83,12.79,23/01/2018,21.17,11.17,,,,,,
24,2018,24,2400,12.2,30.42,12.77,24/01/2018,21.31,11.31,,,,,,
24,2018,25,2400,14.16,29.88,12.79,25/01/2018,22.02,12.02,,,,,,
24,2018,26,2400,17.44,25.11,12.81,26/01/2018,21.275,11.275,,,,,,
24,2018,27,2400,14.93,27.79,12.8,27/01/2018,21.36,11.36,,,,,,
24,2018,28,2400,11.83,25.65,12.82,28/01/2018,18.74,8.74,,,,,,
24,2018,29,2400,17.83,28.72,12.81,29/01/2018,23.275,13.275,,,,,,
24,2018,30,2400,15.24,33.99,12.79,30/01/2018,24.615,14.615,,,,,,
24,2018,31,2400,14.33,27.25,12.81,31/01/2018,20.79,10.79,,,,,,
24,2018,32,2400,17.55,25.88,12.83,1/02/2018,21.715,11.715,,,,,,
24,2018,33,2400,12.1,22.56,12.78,2/02/2018,17.33,7.33,,,,,,
24,2018,34,2400,9.44,20.15,12.8,3/02/2018,14.795,4.795,,,,,,
24,2018,35,2400,12.12,22.89,12.81,4/02/2018,17.505,7.505,,,,,,
24,2018,36,2400,13.28,25.75,12.8,5/02/2018,19.515,9.515,,,,,,
24,2018,37,2400,12.14,23.55,12.79,6/02/2018,17.845,7.845,,,,,,
24,2018,38,2400,7.65,21.02,12.79,7/02/2018,14.335,4.335,,,,,,
24,2018,39,2400,6.906,21.75,12.8,8/02/2018,14.328,4.328,,,,,,
24,2018,40,2400,7.07,26.72,12.8,9/02/2018,16.895,6.895,,,,,,
24,2018,41,2400,10.86,22.44,12.82,10/02/2018,16.65,6.65,,,,,,
24,2018,42,2400,16.61,20.18,12.62,11/02/2018,18.395,8.395,,,,,,
24,2018,43,2400,15.08,29.57,12.81,12/02/2018,22.325,12.325,,,,,,
24,2018,44,2400,12.48,31.67,12.79,13/02/2018,22.075,12.075,,,,,,
24,2018,45,2400,15.42,25.46,12.79,14/02/2018,20.44,10.44,,,,,,
24,2018,46,2400,13.31,27.52,12.8,15/02/2018,20.415,10.415,,,,,,
24,2018,47,2400,12.34,30.8,12.8,16/02/2018,21.57,11.57,,,,,,
24,2018,48,2400,14.43,27.85,12.8,17/02/2018,21.14,11.14,,,,,,
24,2018,49,2400,11.86,31.74,12.79,18/02/2018,21.8,11.8,,,,,,
24,2018,50,2400,17.09,27.44,12.81,19/02/2018,22.265,12.265,,,,,,
24,2018,51,2400,14.59,17.44,12.61,20/02/2018,16.015,6.015,,,,,,
24,2018,52,2400,10.23,22.29,12.81,21/02/2018,16.26,6.26,,,,,,
24,2018,53,2400,9.67,20.37,12.78,22/02/2018,15.02,5.02,,,,,,
24,2018,54,2400,8.39,24.45,12.79,23/02/2018,16.42,6.42,,,,,,
24,2018,55,2400,9.5,25.74,12.78,24/02/2018,17.62,7.62,,,,,,
24,2018,56,2400,11.43,25.46,12.81,25/02/2018,18.445,8.445,,,,,,
24,2018,57,2400,7.53,20.48,12.8,26/02/2018,14.005,4.005,,,,,,
24,2018,58,2400,6.805,17.79,12.8,27/02/2018,12.2975,2.2975,,,,,,
24,2018,59,2400,11.52,21.6,12.83,28/02/2018,16.56,6.56,,,,,,
24,2018,60,2400,13.74,27.61,12.8,1/03/2018,20.675,10.675,,,,,,
24,2018,61,2400,15.93,25.1,12.81,2/03/2018,20.515,10.515,,,,,,
24,2018,62,2400,14.15,28.51,12.8,3/03/2018,21.33,11.33,,,,,,
24,2018,63,2400,13.27,26.84,12.8,4/03/2018,20.055,10.055,,,,,,
24,2018,64,2400,13.78,27.77,12.8,5/03/2018,20.775,10.775,,,,,,
24,2018,65,2400,10.93,22.38,12.8,6/03/2018,16.655,6.655,,,,,,
24,2018,66,2400,12.18,15.62,12.71,7/03/2018,13.9,3.9,,,,,,
24,2018,67,2400,12.2,21.28,12.81,8/03/2018,16.74,6.74,,,,,,
24,2018,68,2400,7.69,22.63,12.79,9/03/2018,15.16,5.16,,,,,,
24,2018,69,2400,4.411,20.02,12.79,10/03/2018,12.2155,2.2155,,,,,,
24,2018,70,2400,4.737,21.58,12.78,11/03/2018,13.1585,3.1585,,,,,,
24,2018,71,2400,7.45,26.89,12.79,12/03/2018,17.17,7.17,,,,,,
24,2018,72,2400,8.87,27.58,12.79,13/03/2018,18.225,8.225,,,,,,
24,2018,73,2400,6.155,25.89,12.8,14/03/2018,16.0225,6.0225,,,,,,
24,2018,74,2400,12.62,26.17,12.8,15/03/2018,19.395,9.395,,,,,,
24,2018,75,2400,12.41,27.94,12.79,16/03/2018,20.175,10.175,,,,,,
24,2018,76,2400,6.415,17.74,12.81,17/03/2018,12.0775,2.0775,,,,,,
24,2018,77,2400,6.551,23.57,12.81,18/03/2018,15.0605,5.0605,,,,,,
24,2018,78,2400,8.55,25.65,12.8,19/03/2018,17.1,7.1,,,,,,
24,2018,79,2400,8.3,25.72,12.79,20/03/2018,17.01,7.01,,,,,,
24,2018,80,2400,9.89,27.62,12.82,21/03/2018,18.755,8.755,,,,,,
24,2018,81,2400,10.1,16.95,12.68,22/03/2018,13.525,3.525,,,,,,
24,2018,82,2400,9.77,13.39,12.56,23/03/2018,11.58,1.58,,,,,,
24,2018,83,2400,10.77,20.02,12.82,24/03/2018,15.395,5.395,,,,,,
24,2018,84,2400,8.25,22.21,12.8,25/03/2018,15.23,5.23,,,,,,
24,2018,85,2400,9.27,25.4,12.8,26/03/2018,17.335,7.335,,,,,,
24,2018,86,2400,10.13,26.37,12.81,27/03/2018,18.25,8.25,,,,,,
24,2018,87,2400,10.24,25.77,12.77,28/03/2018,18.005,8.005,,,,,,
24,2018,88,2400,8.04,23.43,12.79,29/03/2018,15.735,5.735,,,,,,
24,2018,89,2400,6.929,22.89,12.8,30/03/2018,14.9095,4.9095,,,,,,
24,2018,90,2400,8.82,24.55,12.79,31/03/2018,16.685,6.685,,,,,,
24,2018,91,2400,6.309,22.03,12.77,1/04/2018,14.1695,4.1695,,,,,,
24,2018,92,2400,4.975,23.34,12.81,2/04/2018,14.1575,4.1575,,,,,,
24,2018,93,2400,14.29,25.35,12.8,3/04/2018,19.82,9.82,,,,,,
24,2018,94,2400,14.61,24.77,12.8,4/04/2018,19.69,9.69,,,,,,
24,2018,95,2400,7.89,20.7,12.79,5/04/2018,14.295,4.295,,,,,,
24,2018,96,2400,5.089,27.81,12.8,6/04/2018,16.4495,6.4495,,,,,,
24,2018,97,2400,11.16,25.23,12.78,7/04/2018,18.195,8.195,,,,,,
24,2018,98,2400,9.24,20.67,12.81,8/04/2018,14.955,4.955,,,,,,
24,2018,99,2400,8.41,17.87,12.79,9/04/2018,13.14,3.14,,,,,,
24,2018,100,2400,4.425,10.28,12.56,10/04/2018,7.3525,0,,,,,,
24,2018,101,2400,1.671,15.45,12.76,11/04/2018,8.5605,0,,,,,,
24,2018,102,2400,0.087,18.25,12.77,12/04/2018,9.1685,0,,,,,,
24,2018,103,2400,5.21,17.92,12.76,13/04/2018,11.565,1.565,,,,,,
24,2018,104,2400,8.3,13.25,12.7,14/04/2018,10.775,0.775,,,,,,
24,2018,105,2400,2.923,19.34,12.8,15/04/2018,11.1315,1.1315,,,,,,
24,2018,106,2400,7.01,21.63,12.79,16/04/2018,14.32,4.32,,,,,,
24,2018,107,2400,5.883,22.83,12.77,17/04/2018,14.3565,4.3565,,,,,,
24,2018,108,2400,2.307,17.82,12.75,18/04/2018,10.0635,0.0635,,,,,,
24,2018,109,2400,0.997,21.37,12.8,19/04/2018,11.1835,1.1835,,,,,,
24,2018,110,2400,11.59,21.48,12.78,20/04/2018,16.535,6.535,,,,,,
24,2018,111,2400,6.782,23.39,12.77,21/04/2018,15.086,5.086,,,,,,
24,2018,112,2400,3.868,17.7,12.75,22/04/2018,10.784,0.784,,,,,,
24,2018,113,2400,1.789,19.94,12.76,23/04/2018,10.8645,0.8645,,,,,,
24,2018,114,2400,2.03,19.98,12.76,24/04/2018,11.005,1.005,,,,,,
24,2018,115,2400,3.628,20.47,12.76,25/04/2018,12.049,2.049,,,,,,
24,2018,116,2400,2.448,21.29,12.78,26/04/2018,11.869,1.869,,,,,,
24,2018,117,2400,3.456,19.68,12.78,27/04/2018,11.568,1.568,,,,,,
24,2018,118,2400,11.37,15.69,12.61,28/04/2018,13.53,3.53,,,,,,
24,2018,119,2400,11.95,15.9,12.58,29/04/2018,13.925,3.925,,,,,,
24,2018,120,2400,10.12,14.05,12.52,30/04/2018,12.085,2.085,,,,,,
24,2018,121,2400,7.62,15.76,12.81,,,,,,,,,
24,2018,122,2400,6.748,15.63,12.81,,,,,,,,,
24,2018,123,2400,3.197,18.6,12.79,,,,,,,,,
24,2018,124,2400,4.213,17.75,12.76,,,,,,,,,
24,2018,125,2400,4.555,17.77,12.79,,,,,,,,,
24,2018,126,2400,9.3,20.11,12.78,,,,,,,,,
24,2018,127,2400,4.31,18.92,12.79,,,,,,,,,
24,2018,128,2400,11.81,21.64,12.78,,,,,,,,,
24,2018,129,2400,6.628,23.38,12.76,,,,,,,,,
24,2018,130,2400,6.252,18.56,12.79,,,,,,,,,
24,2018,131,2400,9.82,17.51,12.66,,,,,,,,,
24,2018,132,2400,9.52,17.28,12.62,,,,,,,,,
24,2018,133,2400,5.826,14.24,12.82,,,,,,,,,
24,2018,134,2400,5.622,16.8,12.81,,,,,,,,,
24,2018,135,2400,10.72,13.02,12.67,,,,,,,,,
24,2018,136,2400,4.522,13.91,12.53,,,,,,,,,
24,2018,137,2400,2.897,15.15,12.81,,,,,,,,,
24,2018,138,2400,8.09,18.3,12.78,,,,,,,,,
24,2018,139,2400,7.23,19.62,12.77,,,,,,,,,
24,2018,140,2400,7.59,17.72,12.77,,,,,,,,,
24,2018,141,2400,7.1,16.33,12.77,,,,,,,,,
24,2018,142,2400,4.284,15.97,12.75,,,,,,,,,
24,2018,143,2400,1.356,14.29,12.75,,,,,,,,,
24,2018,144,2400,1.121,13.6,12.76,,,,,,,,,
24,2018,145,2400,1.582,14.48,12.75,,,,,,,,,
24,2018,146,2400,-1.376,14.21,12.77,,,,,,,,,
24,2018,147,2400,1.453,14.71,12.75,,,,,,,,,
24,2018,148,2400,-0.625,12.35,12.75,,,,,,,,,
24,2018,149,2400,-1.995,12.03,12.75,,,,,,,,,
24,2018,150,2400,-1.175,11.96,12.76,,,,,,,,,
24,2018,151,2400,0.644,12.84,12.77,,,,,,,,,
24,2018,152,2400,3.076,14.41,12.76,,,,,,,,,
24,2018,153,2400,3.779,12.1,12.76,,,,,,,,,
24,2018,154,2400,6.256,12.07,12.62,,,,,,,,,
24,2018,155,2400,8.86,12.15,12.53,,,,,,,,,
24,2018,156,2400,4.304,15.48,12.8,,,,,,,,,
24,2018,157,2400,-1.296,10.79,12.75,,,,,,,,,
24,2018,158,2400,-0.785,12.55,12.77,,,,,,,,,
24,2018,159,2400,-0.842,13.09,12.77,,,,,,,,,
24,2018,160,2400,-0.069,15.94,12.79,,,,,,,,,
24,2018,161,2400,3.389,18.03,12.76,,,,,,,,,
24,2018,162,2400,3.69,13.74,12.66,,,,,,,,,
24,2018,163,2400,9.33,11.7,12.62,,,,,,,,,
24,2018,164,2400,8.84,12.36,12.49,,,,,,,,,
24,2018,165,2400,4.109,16.6,12.81,,,,,,,,,
24,2018,166,2400,2.996,18.24,12.77,,,,,,,,,
24,2018,167,2400,2.882,17.52,12.75,,,,,,,,,
24,2018,168,2400,7.58,17.02,12.77,,,,,,,,,
24,2018,169,2400,2.389,9.62,12.65,,,,,,,,,
24,2018,170,2400,1.339,14.1,12.78,,,,,,,,,
24,2018,171,2400,-0.859,9.67,12.77,,,,,,,,,
24,2018,172,2400,-0.866,10.56,12.78,,,,,,,,,
24,2018,173,2400,-0.658,11.58,12.75,,,,,,,,,
24,2018,174,2400,-2.404,13.91,12.74,,,,,,,,,
24,2018,175,2400,3.399,15.41,12.76,,,,,,,,,
24,2018,176,2400,3.891,12.32,12.76,,,,,,,,,
24,2018,177,2400,1.251,11.56,12.77,,,,,,,,,
24,2018,178,2400,-0.463,14.34,12.77,,,,,,,,,
24,2018,179,2400,1.289,14.29,12.75,,,,,,,,,
24,2018,180,2400,-0.517,14.55,12.76,,,,,,,,,
24,2018,181,2400,-1.225,14.29,12.76,,,,,,,,,
24,2018,182,2400,0.819,10.11,12.64,,,,,,,,,
24,2018,183,2400,3.016,14.41,12.79,,,,,,,,,
24,2018,184,2400,-0.18,13.23,12.77,,,,,,,,,
24,2018,185,2400,-2.172,13.63,12.76,,,,,,,,,
24,2018,186,2400,0.017,12.39,12.77,,,,,,,,,
24,2018,187,2400,-0.143,16.3,12.77,,,,,,,,,
24,2018,188,2400,8.1,15.71,12.73,,,,,,,,,
24,2018,189,2400,6.973,15.64,12.6,,,,,,,,,
24,2018,190,2400,6.001,13.82,12.77,,,,,,,,,
24,2018,191,2400,1.48,14.01,12.78,,,,,,,,,
24,2018,192,2400,0.628,14.2,12.79,,,,,,,,,
24,2018,193,2400,2.691,10.64,12.75,,,,,,,,,
24,2018,194,2400,1.785,14.5,12.78,,,,,,,,,
24,2018,195,2400,1.054,15.82,12.77,,,,,,,,,
24,2018,196,2400,2.243,10.64,12.66,,,,,,,,,
24,2018,197,2400,5.099,16.99,12.78,,,,,,,,,
24,2018,198,2400,3.811,16.71,12.76,,,,,,,,,
24,2018,199,2400,1.45,15.8,12.75,,,,,,,,,
24,2018,200,2400,2,14.59,12.76,,,,,,,,,
24,2018,201,2400,1.842,17.45,12.77,,,,,,,,,
24,2018,202,2400,5.139,14.14,12.65,,,,,,,,,
24,2018,203,2400,4.078,15.36,12.78,,,,,,,,,
24,2018,204,2400,1.735,10.23,12.76,,,,,,,,,
24,2018,205,2400,2.384,9.61,12.78,,,,,,,,,
24,2018,206,2400,1.141,12.03,12.77,,,,,,,,,
24,2018,207,2400,0.355,14.92,12.77,,,,,,,,,
24,2018,208,2400,0.336,15.41,12.77,,,,,,,,,
24,2018,209,2400,6.303,16.47,12.78,,,,,,,,,
24,2018,210,2400,2.277,16.61,12.76,,,,,,,,,
24,2018,211,2400,-1.442,13.44,12.76,,,,,,,,,
24,2018,212,2400,4.244,11.63,12.68,,,,,,,,,
24,2018,213,2400,6.092,18.2,12.78,,,,,,,,,
24,2018,214,2400,3.506,12.06,12.64,,,,,,,,,
24,2018,215,2400,2.926,15.42,12.77,,,,,,,,,
24,2018,216,2400,2.107,12.95,12.79,,,,,,,,,
24,2018,217,2400,7.01,12.75,12.75,,,,,,,,,
24,2018,218,2400,7.9,16.48,12.81,,,,,,,,,
24,2018,219,2400,3.774,14.01,12.8,,,,,,,,,
24,2018,220,2400,9.22,13.66,12.6,,,,,,,,,
24,2018,221,2400,4.331,18.45,12.78,,,,,,,,,
24,2018,222,2400,4.794,15.68,12.75,,,,,,,,,
24,2018,223,2400,3.757,16.17,12.76,,,,,,,,,
24,2018,224,2400,1.861,18.46,12.75,,,,,,,,,
24,2018,225,2400,0.732,15.63,12.77,,,,,,,,,
24,2018,226,2400,6.868,15.81,12.79,,,,,,,,,
24,2018,227,2400,5.481,16.63,12.78,,,,,,,,,
24,2018,228,2400,1.604,17.99,12.77,,,,,,,,,
24,2018,229,2400,3.563,16.92,12.77,,,,,,,,,
24,2018,230,2400,2.677,12.82,12.79,,,,,,,,,
24,2018,231,2400,-0.302,15.3,12.76,,,,,,,,,
24,2018,232,2400,2.1,5.74,12.57,,,,,,,,,
24,2018,233,2400,4.126,13.59,12.8,,,,,,,,,
24,2018,234,2400,2.905,14.92,12.79,,,,,,,,,
24,2018,235,2400,1.748,15.04,12.77,,,,,,,,,
24,2018,236,2400,0.556,14.96,12.76,,,,,,,,,
24,2018,237,2400,1.906,15.69,12.76,,,,,,,,,
24,2018,238,2400,0.248,17.84,12.76,,,,,,,,,
24,2018,239,2400,1.112,20.46,12.77,,,,,,,,,
24,2018,240,2400,3.106,18.14,12.79,,,,,,,,,
24,2018,241,2400,5.246,10.49,12.62,,,,,,,,,
24,2018,242,2400,3.462,17.43,12.79,,,,,,,,,
24,2018,243,2400,3.006,15.3,12.76,,Mean,GDD,,,,,,
24,2018,244,2400,3.925,19.91,12.79,1/09/2018,11.9175,1.9175,,,,,,
24,2018,245,2400,6.926,15.56,12.81,2/09/2018,11.243,1.243,,,,,,
24,2018,246,2400,6.954,11.16,12.64,3/09/2018,9.057,0,,,,,,
24,2018,247,2400,0.795,15.57,12.8,4/09/2018,8.1825,0,,,,,,
24,2018,248,2400,1.845,13.91,12.79,5/09/2018,7.8775,0,,,,,,
24,2018,249,2400,2.5,14.13,12.76,6/09/2018,8.315,0,,,,,,
24,2018,250,2400,-1.195,13.51,12.76,7/09/2018,6.1575,0,,,,,,
24,2018,251,2400,-2.078,12.66,12.77,8/09/2018,5.291,0,,,,,,
24,2018,252,2400,4.616,11.89,12.77,9/09/2018,8.253,0,,,,,,
24,2018,253,2400,1.761,11.84,12.77,10/09/2018,6.8005,0,,,,,,
